flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,question_text,score,satisfaction_type,driver_sub_group1,driver_sub_group2,arrival_delay_minutes,arrival_delay_group,cabin_code_desc,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
189,EWX,JNX,I6XXCV,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Atlantic,2,80+,premier 1k,Boomer,B787-9,Mainline,78P,UA,7989,Long,C136,A2,International,member,PANASONIC,hub departure
189,EWX,JNX,F0XXHD,9/16/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Economy,Economy,Atlantic,1,80+,,Gen X,B787-9,Mainline,78P,UA,7989,Long,C136,A2,International,non-member,PANASONIC,hub departure
189,EWX,JNX,I6XXCV,9/16/2022,What item did you choose?,beef entrée,,food & beverage,comp,-15,Early & Ontime,Business,,Atlantic,2,80+,premier 1k,Boomer,B787-9,Mainline,78P,UA,7989,Long,C136,A2,International,member,PANASONIC,hub departure
188,JNX,EWX,PZXXBM,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy Plus,Atlantic,1,80+,non-elite,Boomer,B787-9,Mainline,78P,UA,7989,Long,A11,B65,International,member,PANASONIC,spoke departure
188,JNX,EWX,PZXXBM,9/16/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-6,Early & Ontime,Economy,Economy Plus,Atlantic,1,80+,,Boomer,B787-9,Mainline,78P,UA,7989,Long,A11,B65,International,non-member,PANASONIC,spoke departure
188,JNX,EWX,PZXXBM,9/16/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-6,Early & Ontime,Economy,Economy Plus,Atlantic,1,80+,non-elite,Boomer,B787-9,Mainline,78P,UA,7989,Long,A11,B65,International,member,PANASONIC,spoke departure
2,SFX,SIX,M7XXP8,9/16/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-23,Early & Ontime,United Premium Plus,,Pacific,1,90+,premier platinum,Gen X,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
3,SIX,SFX,GLXXB9,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy,Pacific,1,90+,premier silver,Boomer,B787-9,Mainline,78P,UA,8440,Long,F59,G9,International,member,PANASONIC,spoke departure
2,SFX,SIX,LXXXN1,9/16/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-23,Early & Ontime,Economy,Economy,Pacific,2,90+,,Millennial,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,non-member,PANASONIC,hub departure
2,SFX,SIX,CHXXVY,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-23,Early & Ontime,Economy,Economy Plus,Pacific,2,90+,premier platinum,Gen X,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
2,SFX,SIX,CHXXVY,9/16/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-23,Early & Ontime,Economy,Economy Plus,Pacific,2,90+,premier platinum,Gen X,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
2,SFX,SIX,M7XXP8,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-23,Early & Ontime,United Premium Plus,,Pacific,1,90+,premier platinum,Gen X,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
2,SFX,SIX,N2XXTY,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-23,Early & Ontime,Economy,Economy,Pacific,2,90+,non-elite,Millennial,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
2,SFX,SIX,LXXXN1,9/16/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-23,Early & Ontime,Economy,Economy,Pacific,2,90+,,Millennial,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,non-member,PANASONIC,hub departure
2,SFX,SIX,N2XXTY,9/16/2022,What item did you choose?,other (specify),,food & beverage,comp,-23,Early & Ontime,Economy,Economy,Pacific,2,90+,non-elite,Millennial,B787-9,Mainline,78P,UA,8440,Long,G7,F31,International,member,PANASONIC,hub departure
1901,COX,DEX,H2XX8W,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,25,Delayed,Business,,Domestic,2,80+,premier gold,Boomer,B737-900,Mainline,37K,UA,72,Short,3,B41,Domestic,member,THALES,spoke departure
1594,DEX,COX,GNXXTW,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,86,Delayed,Business,,Domestic,2,70+,premier 1k,Boomer,A320-200,Mainline,20S,UA,72,Short,B7,7,Domestic,member,PANASONIC,hub departure
5243,COX,DEX,PWXXTH,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,12,Delayed,Economy,Economy,Domestic,2,70+,non-elite,Silent,ERJ-175,Express,E7Q,UAX,72,Short,7,B56,Domestic,member,GOGO,spoke departure
671,DEX,COX,APXX3V,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,5,Delayed,Economy,Economy Plus,Domestic,2,70+,,Millennial,B737-900,Mainline,37K,UA,72,Short,B16,3,Domestic,non-member,THALES,hub departure
5417,SBX,ORX,EQXX00,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-24,Early & Ontime,Economy,Economy,Domestic,2,90+,premier platinum,Boomer,CRJ-200,Express,CRJ,UAX,84,Short,7,F22,Domestic,member,N/A,spoke departure
3852,ORX,SBX,LQXX0Q,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,2,Delayed,Economy,Economy,Domestic,2,90+,,Gen X,CRJ-200,Express,CRZ,UAX,84,Short,F4,,Domestic,non-member,N/A,hub departure
5752,SFX,SMX,CKXXN7,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,20,Delayed,Economy,Economy,Domestic,2,80+,non-elite,Gen X,CRJ-200,Express,CRJ,UAX,86,Short,F18,A14,Domestic,member,N/A,hub departure
5044,DEX,CYX,CPXX0G,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-10,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,,Boomer,CRJ-200,Express,CRJ,UAX,90,Short,B58,1,Domestic,non-member,N/A,hub departure
5047,DEX,PUX,OMXXB7,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,premier silver,Boomer,CRJ-200,Express,CRJ,UAX,108,Short,B85,,Domestic,member,N/A,hub departure
3566,MSX,ORX,IHXXZF,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-19,Early & Ontime,Economy,Economy,Domestic,2,80+,non-elite,Boomer,ERJ-170,Express,E7R,UAX,109,Short,4,C8,Domestic,member,GOGO,spoke departure
175,GUX,SPX,CFXXJ4,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-11,Early & Ontime,Economy,Economy,Pacific,2,0 to 70,non-elite,Gen X,B737-800,Mainline,73U,UA,129,Short,10,6,International,member,THALES,hub departure
5337,ORX,GRX,JVXXSK,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Domestic,2,90+,premier platinum,Gen X,ERJ-175,Express,E75,UAX,137,Short,E4,B5,Domestic,member,GOGO,hub departure
2197,AUX,IAX,JYXXY3,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,2,Delayed,Economy,Economy,Domestic,2,0 to 70,,Gen X,B737-800,Mainline,73Q,UA,141,Short,27,C3,Domestic,non-member,THALES,spoke departure
1499,IAX,AUX,BRXX2J,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy,Domestic,2,70+,premier silver,Boomer,B737-900,Mainline,73C,UA,141,Short,E8,33,Domestic,member,THALES,hub departure
6172,AUX,IAX,EMXX01,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-13,Early & Ontime,Economy,Economy Plus,Domestic,2,70+,non-elite,Boomer,ERJ-175,Express,E7A,UAX,141,Short,25,B7,Domestic,member,GOGO,spoke departure
5827,DEX,HDX,NVXXNK,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Domestic,2,0 to 70,non-elite,Boomer,ERJ-175,Express,E75,UAX,142,Short,B54,,Domestic,member,GOGO,hub departure
3555,ORX,IAX,L0XXBE,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-7,Early & Ontime,Economy,Economy,Domestic,1,70+,,Boomer,ERJ-170,Express,E7R,UAX,157,Short,B30,D14,Domestic,non-member,GOGO,spoke departure
3853,ORX,IAX,GXXX5K,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,153,Delayed,Economy,Economy,Domestic,2,70+,non-elite,Boomer,CRJ-200,Express,CRZ,UAX,157,Short,B30,A1F,Domestic,member,N/A,spoke departure
5676,ORX,INX,F7XXNN,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy,Domestic,1,90+,non-elite,Boomer,CRJ-700,Express,CR7,UAX,177,Short,B22,A23,Domestic,member,GOGO,hub departure
5883,SBX,SFX,IYXXV5,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Business,,Domestic,2,90+,premier gold,Millennial,ERJ-175,Express,E75,UAX,190,Short,1,F5,Domestic,member,GOGO,spoke departure
2461,SAX,IAX,P3XXN4,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-14,Early & Ontime,Economy,Economy,Domestic,2,90+,,Gen X,B737-700,Mainline,73G,UA,191,Short,B7,C5,Domestic,non-member,THALES,spoke departure
2608,IAX,SAX,IEXXEF,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-19,Early & Ontime,Economy,Economy,Domestic,2,70+,non-elite,Boomer,A320-200,Mainline,20S,UA,191,Short,C36,B5,Domestic,member,PANASONIC,hub departure
2176,IAX,SAX,DHXX4T,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-14,Early & Ontime,Economy,Economy,Domestic,2,80+,non-elite,Boomer,B737-800,Mainline,73Y,UA,191,Short,C45,B3,Domestic,member,THALES,hub departure
4790,IAX,SAX,C3XXLF,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Economy,Economy,Domestic,2,80+,non-elite,Boomer,ERJ-175,Express,E75,UAX,191,Short,A1,B3,Domestic,member,GOGO,hub departure
5708,SFX,RNX,O2XXQZ,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy,Domestic,1,90+,,Gen X,ERJ-175,Express,E75,UAX,192,Short,F5,C5,Domestic,non-member,GOGO,hub departure
4714,DEX,MTX,LKXXV7,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-11,Early & Ontime,Economy,Economy,Domestic,2,90+,,Boomer,ERJ-175,Express,E75,UAX,197,Short,A81,4,Domestic,non-member,GOGO,hub departure
4432,EWX,DCX,IYXXKX,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-13,Early & Ontime,Economy,Economy Plus,Domestic,1,90+,non-elite,Gen X,CRJ-550,Express,C5G,UAX,199,Short,A27A,B10B,Domestic,member,GOGO,hub departure
3608,BOX,EWX,J7XXSK,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Economy,Economy Plus,Domestic,2,90+,non-elite,Boomer,ERJ-170,Express,E7R,UAX,200,Short,B28,A25A,Domestic,member,GOGO,spoke departure
2395,BOX,EWX,MXXXJ8,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-18,Early & Ontime,Business,,Domestic,1,90+,premier gold,Boomer,B737-800,Mainline,73Y,UA,200,Short,B29,C94,Domestic,member,THALES,spoke departure
4242,IAX,LFX,OYXX75,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,5,Delayed,Economy,Economy,Domestic,2,70+,,Gen X,ERJ-145,Express,XMJ,UAX,201,Short,B2,,Domestic,non-member,N/A,hub departure
2242,GJX,DEX,NQXXT7,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Business,,Domestic,1,90+,premier platinum,Boomer,A319-100,Mainline,19F,UA,212,Short,3,B15,Domestic,member,PANASONIC,spoke departure
4410,ACX,EWX,LGXX8F,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,15,Delayed,Economy,Economy Plus,Domestic,1,90+,premier silver,Boomer,CRJ-550,Express,C5G,UAX,218,Short,2,A28,Domestic,member,GOGO,spoke departure
3820,ORX,MBX,JJXX1V,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-8,Early & Ontime,Economy,Economy,Domestic,2,90+,,Boomer,CRJ-200,Express,CRZ,UAX,222,Short,E1,1,Domestic,non-member,N/A,hub departure
2299,ORX,TVX,JXXXSS,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,non-elite,Millennial,A320-200,Mainline,20C,UA,224,Short,E10,1,Domestic,member,PANASONIC,hub departure
2107,DFX,IAX,M9XXFY,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-9,Early & Ontime,Business,,Domestic,2,0 to 70,premier gold,Gen X,B737-900,Mainline,37K,UA,224,Short,E9,C15,Domestic,member,THALES,spoke departure
2299,ORX,TVX,NWXXQJ,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy,Domestic,2,0 to 70,non-elite,Boomer,A320-200,Mainline,20C,UA,224,Short,E10,1,Domestic,member,PANASONIC,hub departure
2671,DFX,IAX,GYXXZC,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-30,Early & Ontime,Economy,Economy Plus,Domestic,2,80+,,Boomer,B737-800,Mainline,73Y,UA,224,Short,E6,E23,Domestic,non-member,THALES,spoke departure
6110,RDX,IAX,GYXX5Z,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy,Domestic,2,90+,non-elite,Boomer,ERJ-175,Express,E7A,UAX,224,Short,D15,C26,Domestic,member,GOGO,spoke departure
2314,IAX,DFX,BXXXMZ,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Business,,Domestic,2,80+,non-elite,Boomer,B737-800,Mainline,73Y,UA,224,Short,C6,E4,Domestic,member,THALES,hub departure
2314,IAX,DFX,ERXXH3,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Business,,Domestic,2,80+,premier 1k,Gen X,B737-800,Mainline,73Y,UA,224,Short,C6,E4,Domestic,member,THALES,hub departure
6030,LGX,IAX,ITXXP9,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy,Domestic,2,90+,,Gen X,ERJ-175,Express,E7A,UAX,229,Short,44,D8,Domestic,non-member,GOGO,spoke departure
4673,DEX,CPX,F9XXCX,9/17/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,60,Delayed,Economy,Economy,Domestic,2,0 to 70,premier platinum,Boomer,CRJ-200,Express,CRJ,UAX,230,Short,B83,,Domestic,member,N/A,hub departure
